"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"178208",55,"6/21/1982 0:00:00","1320","CST",9,"BROWN","WI","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,"",0,"","","","",4431,8801,0,0,"",178208
"676200",40,"6/11/2007 0:00:00","00:20:00 AM","CST",27,"CLEVELAND","OK","THUNDERSTORM WIND",0,"E","NORMAN","6/11/2007 0:00:00","00:20:00 AM",0,NA,0,"","",0,0,NA,52,0,0,4,"K",0,"K","OUN","OKLAHOMA, Western Central and Southeast","                                                                                                                                                                                                        ",3513,9727,0,0,"EVENT NARRATIVE: Several large tree limbs were downed near the intersection of Pickard and Boyd. One limb was one foot in diameter. Monetary damages were estimated. EPISODE NARRATIVE: A weak cold front moved into southern Oklahoma during the morning and late afternoon hours. This front washed out north of the Red River as an upper level disturbance moved from west to east along Interstate 40. Upward motion from this disturbance, combined with daytime heating, allowed for scattered strong to severe thunderstorms to develop. Hail and high winds were the main hazards with the thunderstorms. Many of the thunderstorms moved into eastern Oklahoma by late evening, however, and an isolated thunderstorm moved over Cleveland county. Overall, wind damage occurred in Oklahoma, Grady, and Cleveland counties. Monetary damages were estimated.",676200
"458857",20,"6/26/2002 0:00:00","03:38:00 PM","CST",13,"BROWN","KS","HAIL",6,"NE","HIAWATHA","6/26/2002 0:00:00","03:38:00 PM",0,NA,6,"NE","HIAWATHA",0,0,NA,88,0,0,0,"",0,"","TOP","KANSAS, East","",3955,9527,3955,9527,"",459066
"147295",47,"4/17/1981 0:00:00","0710","CST",147,"ROBERTSON","TN","TORNADO",0,"","","","",0,NA,0,"","",0.4,50,1,0,0,0,25,"K",0,"","","","",3628,8642,0,0,"",147295
"829881",16,"8/5/2010 0:00:00","06:15:00 PM","PST",49,"IDAHO","ID","HAIL",2,"NNE","WHITE BIRD","8/5/2010 0:00:00","07:30:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","MSO","IDAHO, North","                                                                                                                                                                                                        ",4548,11616,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed in the afternoon ahead of a trough oriented along the Pacific northwest coast. Wind gusts up to 65 mph were observed with these thunderstorms as well as hail up to an inch in diameter.EVENT NARRATIVE: A trained spotter reported pea to nickel size hail that he had to use a snow shovel to clear the accumulations off his deck.  He also reported 0.50 inches of rain with the storm.",829841
"715215",27,"7/11/2008 0:00:00","20:19:00 PM","CST",79,"LE SUEUR","MN","HAIL",3,"S","CORDOVA","7/11/2008 0:00:00","20:19:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,"K",0,"K","MPX","MINNESOTA, Central and South Central","                                                                                                                                                                                                        ",4417,9340,0,0,"EPISODE NARRATIVE: Instability ahead of a cold front which moved from the Central Dakotas on the morning of the 11th, to the Eastern half of Minnesota by the early evening hours, was the prime ingredient for scattered to numerous severe thunderstorms across the region, during this period.",715156
"114890",39,"6/21/1955 0:00:00","1500","CST",153,"SUMMIT","OH","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","","","",4112,8135,0,0,"",114890
"414272",1,"10/13/2001 0:00:00","04:30:00 PM","CST",25,"CLARKE","AL","TSTM WIND",0,"","JACKSON","10/13/2001 0:00:00","04:35:00 PM",0,NA,0,"","JACKSON",0,0,NA,60,0,0,15,"K",0,"","MOB","ALABAMA, Southwest","",3131,8753,3131,8753,"Thunderstorm winds blew down several trees throughout the community.  One fell onto a house and produced minor damage.  
",414221
"164102",48,"5/17/1986 0:00:00","1216","CST",41,"BRAZOS","TX","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","ACT","","",3040,9620,0,0,"",164102
"296011",31,"12/8/1997 0:00:00","01:00:00 AM","MST",157,"SCOTTS BLUFF","NE","ICY ROADS",0,"","COUNTYWIDE","12/9/1997 0:00:00","10:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,5,"K",0,"","CYS","NEBRASKA, West","",0,0,0,0,"Snowpacked and icy roads contributed to many vehicular accidents, one of which killed a 73-year-old man and his 59-year-old wife on Highway 71 when a semitrailer truck lost control, crossed the center line and struck their car head-on.  Both vehicles caught fire and were totaled.  The numerous other accidents involved property damage and some minor injuries but no additional fatalities.
",295991
"542682",29,"3/26/2004 0:00:00","09:00:00 AM","CST",27,"CALLAWAY","MO","FLASH FLOOD",0,"","COUNTYWIDE","3/26/2004 0:00:00","03:00:00 PM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,0,"",0,"","LSX","MISSOURI, East","",0,0,0,0,"Three to four inches of rain caused flash flooding across Callaway County. Numerous roads were flooded, especially around Kingdom City, Hatton, Fulton, and Portland.
",542638
"730021",40,"4/21/2008 0:00:00","20:30:00 PM","CST",49,"GARVIN","OK","HAIL",3,"W","PAOLI","4/21/2008 0:00:00","20:30:00 PM",0,NA,0,"","",0,0,NA,225,0,0,5,"K",0,"K","OUN","OKLAHOMA, Western Central and Southeast","                                                                                                                                                                                                        ",3449,9718,0,0,"EVENT NARRATIVE: The hail broke windshields of several cars. Monetary damages were estimated. EPISODE NARRATIVE: A cold front and dry line moved into central Oklahoma during the afternoon hours of the 21st. A strong cap in place inhibited thunderstorm development until early evening when thunderstorm development finally occurred south of the Oklahoma City metro area. Another severe thunderstorm quickly developed over northern Oklahoma. Large hail was the main threat with the thunderstorms that moved into eastern Oklahoma during the late evening hours. Monetary damages were estimated.",729973
"700802",17,"7/31/2008 0:00:00","13:00:00 PM","CST",111,"MCHENRY","IL","THUNDERSTORM WIND",1,"NW","CARY","7/31/2008 0:00:00","13:00:00 PM",0,NA,0,"","",0,0,NA,50,0,0,3,"K",0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4212,8815,0,0,"EVENT NARRATIVE: A light pole was blown down in a parking lot along Northwest Highway.  The light pole struck four parked cars. EPISODE NARRATIVE: Strong to severe thunderstorms moved across northern Illinois during the afternoon hours of July 31st.",700742
"573337",19,"6/20/2005 0:00:00","04:53:00 PM","CST",21,"BUENA VISTA","IA","TSTM WIND",0,"","LINN GROVE","6/20/2005 0:00:00","04:53:00 PM",0,NA,0,"","LINN GROVE",0,0,NA,52,0,0,0,"",0,"","FSD","IOWA, Northwest","",4253,9515,4253,9515,"",573326
"292947",27,"8/3/1997 0:00:00","11:30:00 PM","CST",171,"WRIGHT","MN","HAIL",0,"","ST MICHAEL","8/3/1997 0:00:00","11:30:00 PM",0,NA,0,"","ST MICHAEL",0,0,NA,100,0,0,0,"",0,"","MPX","MINNESOTA, Central and South Central","",4513,9341,4513,9341,"Three quarter inch hail also reported at Otsego.

",293074
"358115",20,"8/17/1999 0:00:00","11:39:00 PM","CST",105,"LINCOLN","KS","TSTM WIND",0,"","LINCOLN","8/17/1999 0:00:00","11:39:00 PM",0,NA,0,"","LINCOLN",0,0,NA,61,0,0,5,"K",0,"","ICT","KANSAS, Southeast","",3902,9809,3902,9809,"Power lines blown down.
",358055
"482467",55,"4/18/2002 0:00:00","04:33:00 PM","CST",85,"ONEIDA","WI","TORNADO",4,"E","RHINELANDER","4/18/2002 0:00:00","04:33:00 PM",0,NA,4,"E","RHINELANDER",0.1,25,0,0,0,0,0,"",0,"","GRB","WISCONSIN, Northeast","",4538,8920,4538,8920,"A warm front across Wisconsin lifted north during the afternoon and evening.  Moist and very unstable air south of the front led to the development of severe thunderstorms.  The storms produced 5 tornadoes, damaging straight line winds, large hail and some flooding.

Brief tornado touchdowns in Lincoln county, Oneida county and Marathon county snapped numerous trees.  Marathon county had hundreds of trees downed and numerous barns and farm sheds destroyed by a combination of straight line winds and a tornado that remained on the ground for 14 miles.  Plows had to be used in Marathon county to clear trees from some of the roads.

Other storms across central, north-central and east-central Wisconsin downed numerous trees, dropped hail as large as 3 inches in diameter, in Lincoln county, and flooded roads and basements in the Niagara (Marinette co.) and Rhinelander (Oneida co.) areas.",482417
"383365",12,"5/24/2000 0:00:00","04:20:00 PM","EST",109,"ST. JOHNS","FL","FUNNEL CLOUD",3,"S","HASTINGS","5/24/2000 0:00:00","04:20:00 PM",0,NA,3,"S","HASTINGS",0,0,NA,0,0,0,0,"",0,"","JAX","FLORIDA, Northeastern","",0,0,0,0,"",383365
"501486",28,"4/6/2003 0:00:00","12:55:00 PM","CST",149,"WARREN","MS","FLASH FLOOD",0,"","OAK RIDGE","4/6/2003 0:00:00","02:00:00 PM",0,NA,0,"","OAK RIDGE",0,0,NA,0,0,0,10,"K",0,"","JAN","MISSISSIPPI, Central","",0,0,0,0,"Heavy rains caused a few streets to flood. Nearly 4 inches of rain was reported between 11 am and 2 pm.
To put the entire event into perspective, areas just to the N of Interstate 20 and extending W to E across the entire state, experienced a 125 year rainfall event. Rainfall totals ranged from 7 to 12 inches which all fell in about 18 hours. Due to the large amounts of rain, river flooding quickly became a major problem. The Pelahatchie Creek experienced a 100 year flood. The Chunky River, at Chunky, set a new record. This river actually flooded a portion of Interstate 20 which had to be closed for a few hours. The Chickasawhay River at Enterprise also set a record. In addition to all the flash flooding, the river flooding caused major damage to homes and flooded numerous roads.",501456
"353618",13,"6/4/1999 0:00:00","07:37:00 PM","EST",321,"WORTH","GA","TORNADO",0,"","POULAN","6/4/1999 0:00:00","07:37:00 PM",0,NA,0,"","POULAN",0.5,50,0,0,0,0,2,"K",0,"","TAE","GEORGIA, Southwest","",3131,8348,3131,8348,"Tornado sighted by Poulan fire squad toppled numerous trees off SR 256.
",353618
"758499",12,"5/26/2009 0:00:00","02:40:00 PM","EST",11,"BROWARD","FL","HAIL",4,"NW","DAVIE","5/26/2009 0:00:00","02:40:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","MFL","FLORIDA, Southern","                                                                                                                                                                                                        ",2606,8016,0,0,"EPISODE NARRATIVE: Another day of strong diurnal thunderstorms produce high wind gusts and hail across South Florida.EVENT NARRATIVE: An off-duty NWS employee reported penny sized hail at the intersection of Interstate 595 and Nob Hill Rd.",758479
"726166",37,"5/20/2008 0:00:00","19:50:00 PM","EST",31,"CARTERET","NC","HAIL",1,"N","BROAD CREEK","5/20/2008 0:00:00","19:50:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,"K",0,"K","MHX","NORTH CAROLINA, Central Coastal","                                                                                                                                                                                                        ",3444,7655,0,0,"EPISODE NARRATIVE: A cold front crossed eastern North Carolina during the late evening hours of May 20th. Thunderstorms became numerous across the area during the late afternoon and early evening hours ahead of the cold front. Some of the thunderstorms became severe producing numerous reports of large hail.",726147
"164415",48,"9/10/1986 0:00:00","1445","CST",485,"WICHITA","TX","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","FTW","","",3354,9836,0,0,"",164415
"255483",18,"5/3/1996 0:00:00","10:30:00 PM","EST",77,"JEFFERSON","IN","URBAN/SML STREAM FLD",0,"","MADISON","5/3/1996 0:00:00","11:45:00 PM",0,NA,0,"","MADISON",0,0,NA,0,0,0,0,"",0,"","LMK","INDIANA, South Central","",0,0,0,0,"Some minor street flooding reported.",255440
"267296",37,"5/6/1996 0:00:00","05:15:00 PM","EST",129,"NEW HANOVER","NC","HAIL",0,"","CASTLE HAYNE","5/6/1996 0:00:00","05:15:00 PM",0,NA,0,"","CASTLE HAYNE",0,0,NA,100,0,0,0,"",0,"","ILM","NORTH CAROLINA, South Coastal","",3421,7754,3421,7754,"",267296
"9001",5,"11/22/1982 0:00:00","1720","CST",125,"SALINE","AR","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","AT","","",3438,9242,0,0,"",9001
"85542",29,"3/14/1971 0:00:00","2217","CST",157,"PERRY","MO","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",3742,8954,0,0,"",85542
"870616",29,"6/18/2011 0:00:00","11:15:00 PM","CST",77,"GREENE","MO","THUNDERSTORM WIND",0,"N","FAIR GROVE","6/18/2011 0:00:00","11:15:00 PM",0,NA,0,"E","FAIR GROVE",0,0,NA,52,0,0,5,"K",0,"K","SGF","MISSOURI, Southwest","                                                                                                                                                                                                        ",3722,9309,3722,9309,"EPISODE NARRATIVE: A frontal boundary across the area and an upper level disturbance moving across the central Plains into the Ozarks caused a cluster of strong to severe storms to develop. Storms produced high winds and large hail across the area.EVENT NARRATIVE: Minor roof damage occurred to the Kum and Go gas station in town.",870555
"775605",48,"7/28/2009 0:00:00","09:50:00 AM","CST",365,"PANOLA","TX","FLASH FLOOD",2,"SSW","DE BERRY","7/28/2009 0:00:00","01:45:00 PM",0,NA,2,"SE","DE BERRY",0,0,NA,0,0,0,0,"K",0,"K","SHV","TEXAS, Northeast","                                                                                                                                                                                                        ",3216,9410,3217,9409,"EPISODE NARRATIVE: A mesoscale convective complex formed across southeast Oklahoma, southwest Arkansas and northeast Texas during the predawn hours of July 28th and spread southeast towards the Interstate 20 corridor of northeast Texas into northwest Louisiana during the day. The result was a few reports of wind damage and even a tornado across the region but the main result was excessive heavy rainfall. This rainfall resulted in numerous flooding reports across the region with several high water rescues reported and water into some homes and businesses.EVENT NARRATIVE: Numerous roads were under water near Deberry, Texas.",775535
"16525",9,"6/15/1983 0:00:00","1500","CST",3,"HARTFORD","CT","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","AT","","",4140,7247,0,0,"",16525
"871602",20,"6/20/2011 0:00:00","03:51:00 PM","CST",113,"MCPHERSON","KS","HAIL",2,"NW","ROXBURY","6/20/2011 0:00:00","03:51:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","ICT","KANSAS, Southeast","                                                                                                                                                                                                        ",3834,9727,0,0,"EPISODE NARRATIVE: A Squall Line developed along the Interstate 135 corridor around 3 pm on the 20th and moved east through the evening into Southeast Kansas.   The storms were pretty potent as they produced widespread hail and damaging winds across the eastern one half of the state.EVENT NARRATIVE: ",871562
"89763",29,"11/4/1988 0:00:00","0630","CST",19,"BOONE","MO","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,"",0,"","STL","","",3857,9220,0,0,"",89763
"536968",20,"7/8/2004 0:00:00","10:28:00 PM","MST",65,"GRAHAM","KS","TSTM WIND",0,"","HILL CITY","7/8/2004 0:00:00","10:28:00 PM",0,NA,0,"","HILL CITY",0,0,NA,52,0,0,0,"",0,"","GLD","KANSAS, Northwest","",3922,9951,3922,9951,"",536946
"599612",51,"8/21/2005 0:00:00","04:15:00 PM","EST",800,"SUFFOLK (C)","VA","HAIL",1,"N","KINGS FORK","8/21/2005 0:00:00","04:15:00 PM",0,NA,1,"N","KINGS FORK",0,0,NA,88,0,0,0,"",0,"","AKQ","VIRGINIA, East","",3648,7637,3648,7637,"",599582
"7351",5,"11/11/1969 0:00:00","1940","CST",19,"CLARK","AR","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,200,0,0,0,"",0,"","","","",3353,9254,0,0,"",7351
"846128",17,"3/4/2011 0:00:00","10:35:00 PM","CST",43,"DU PAGE","IL","FLOOD",0,"NW","ADDISON","3/5/2011 0:00:00","01:00:00 AM",0,NA,1,"ESE","ADDISON",0,0,NA,0,0,0,0,"K",0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8758,4155,8758,"EPISODE NARRATIVE: Heavy rain caused minor flooding across parts of northeast Illinois.EVENT NARRATIVE: Portions of the Salt Creek Greenway Trail were flooded between Route 83 and Villa Avenue.",846128
"540074",26,"5/14/2004 0:00:00","02:56:00 PM","EST",45,"EATON","MI","TSTM WIND",0,"","BELLEVUE","5/14/2004 0:00:00","02:56:00 PM",0,NA,0,"","BELLEVUE",0,0,NA,53,0,0,50,"K",10,"K","GRR","MICHIGAN, West","",4227,8501,4227,8501,"Severe thunderstorm wind gusts blew a roof off of a garage.  Two 24 inch diameter pine trees were blown down.
",540032
"782673",17,"8/19/2009 0:00:00","05:15:00 PM","CST",89,"KANE","IL","TORNADO",1,"SSE","LILY LAKE","8/19/2009 0:00:00","05:16:00 PM",0,NA,1,"SE","LILY LAKE",1,30,0,0,0,0,0,"K",0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8828,4156,8828,"EPISODE NARRATIVE: Severe thunderstorms developed during the afternoon hours and moved northeast across parts northern and central Illinois.  Three tornadoes were confirmed during this event.EVENT NARRATIVE: A tornado touched down in a subdivision about a half mile north of Route 64.  At this location, several large hardwood tree limbs were snapped and twisted off.  Damage here was rated EF0 with winds near 75 mph and a path width of 30 yards.  The tornado quickly moved to the northeast where it continued to cause damage to multiple large trees in this subdivision.  The tornado began to weaken and produced the last of its damage about a quarter mile north of Route 64 where several large tree limbs were snapped off.  Damage was rated EF0 with winds near 70 mph and a path width of 30 yards.",783830
"887680",22,"7/18/2011 0:00:00","06:04:00 AM","CST",87,"ST. BERNARD","LA","FLASH FLOOD",0,"N","CHALMETTE","7/18/2011 0:00:00","08:00:00 AM",0,NA,1,"WNW","VERSAILLES",0,0,NA,0,0,0,0,"K",0,"K","LIX","LOUISIANA, Southeast","                                                                                                                                                                                                        ",2955,8958,2957,8958,"EPISODE NARRATIVE: A trough of low pressure combined with an extremely moist airmass to produce thunderstorms that remained nearly stationary over southeast Louisiana and southern Mississippi during the early morning hours of July 18th.EVENT NARRATIVE: The St. Bernard Parish President reported widespread flooding across the parish with many streets impassible due to deep water.",887671
"528692",12,"1/19/2004 0:00:00","03:29:00 PM","EST",61,"INDIAN RIVER","FL","HAIL",0,"","SEBASTIAN","1/19/2004 0:00:00","03:29:00 PM",0,NA,0,"","SEBASTIAN",0,0,NA,100,0,0,0,"",0,"","MLB","FLORIDA, East Central","",2749,8028,2749,8028,"One inch hail was reported at Sebastian Inlet.
",528682
"459921",21,"1/24/2002 0:00:00","01:45:00 AM","CST",47,"CHRISTIAN","KY","TSTM WIND",9,"E","HOPKINSVILLE","1/24/2002 0:00:00","01:45:00 AM",0,NA,9,"E","HOPKINSVILLE",0,0,NA,50,0,0,1,"K",0,"","PAH","KENTUCKY, Southwest","",3651,8719,3651,8719,"Fort Campbell weather personnel reported several trees down along Route 68 just west of the Todd County line.
",459848
"150146",48,"6/3/1959 0:00:00","1600","CST",307,"MCCULLOCH","TX","TORNADO",0,"","","","",0,NA,0,"","",0.1,7,0,0,0,0,0,"K",0,"","","","",3110,9935,0,0,"",150146
"567348",8,"4/7/2005 0:00:00","06:00:00 PM","MST",18,"COZ018>019","CO","WINTER WEATHER/MIX",0,"","","4/8/2005 0:00:00","06:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","GJT","COLORADO, West","NORTHWESTERN SAN JUAN MOUNTAIN - NORTHWESTERN SAN JUAN MOUNTAIN - SOUTHWESTERN SAN JUAN MOUNTAIN",0,0,0,0,"A quick moving spring storm produced around 5 inches of snow across the San Juan Mountains.",567328
"513594",42,"8/22/2003 0:00:00","05:20:00 PM","EST",71,"LANCASTER","PA","TSTM WIND",0,"","WILLOW STREET","8/22/2003 0:00:00","05:20:00 PM",0,NA,0,"","WILLOW STREET",0,0,NA,50,0,0,0,"",0,"","CTP","PENNSYLVANIA, Central","",3959,7617,3959,7617,"Trees reported down in the town of Willow Street.
",513544
"595186",47,"4/22/2005 0:00:00","07:30:00 PM","EST",121,"MEIGS","TN","TSTM WIND",0,"","TEN MILE","4/22/2005 0:00:00","07:40:00 PM",0,NA,0,"","TEN MILE",0,0,NA,65,0,0,3,"K",0,"","MRX","TENNESSEE, East","",3540,8441,3540,8441,"A few trees down in Ten Mile.
",595134
"755843",37,"4/10/2009 0:00:00","04:50:00 PM","EST",159,"ROWAN","NC","HAIL",1,"WSW","EAST SPENCER","4/10/2009 0:00:00","04:50:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","GSP","NORTH CAROLINA, Southwest","                                                                                                                                                                                                        ",3540,8026,0,0,"EPISODE NARRATIVE: Elevated thunderstorms produced large hail over the Piedmont and foothills of western North Carolina.EVENT NARRATIVE: ",755772
"724493",36,"6/16/2008 0:00:00","15:06:00 PM","EST",105,"SULLIVAN","NY","HAIL",0,"N","WOODBOURNE","6/16/2008 0:00:00","15:06:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,"K",0,"K","BGM","NEW YORK, Central","                                                                                                                                                                                                        ",4145,7436,0,0,"EPISODE NARRATIVE: A low pressure system over southern Ontario pulled a cold front across the area during the afternoon and evening. Widespread thunderstorms developed ahead of the front, with many of the storms producing large hail. The hail storms caused significant damage to fruit crops across much of upstate New York, including apples, peaches, strawberries and cherries. Some growers reported losing as much as 75 percent of their crops, which also damaged corn and other vegetable crops.",724482
"523689",88,"10/14/2003 0:00:00","11:07:00 PM","EST",631,"CHESAPEAKE BAY WINDMILL PT TO NEW PT COMFORT VA","AN","MARINE TSTM WIND",0,"","NEW POINT COMFORT","10/14/2003 0:00:00","11:07:00 PM",0,NA,0,"","NEW POINT COMFORT",0,0,NA,38,0,0,0,"",0,"","AKQ","ATLANTIC OCEAN","",0,0,0,0,"Wind gust of 38 knots measured at New Point Comfort.
",523651
"766034",40,"6/9/2009 0:00:00","08:49:00 PM","CST",115,"OTTAWA","OK","HAIL",3,"S","WYANDOTTE","6/9/2009 0:00:00","08:49:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","TSA","OKLAHOMA, Eastern","                                                                                                                                                                                                        ",3645,9443,0,0,"EPISODE NARRATIVE: A few severe thunderstorms occurred across northeast Oklahoma during the evening hours of the 9th.EVENT NARRATIVE: ",765994
"139613",45,"6/20/1984 0:00:00","1400","CST",19,"CHARLESTON","SC","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","ATA","","",3235,8013,0,0,"",139613
"512126",40,"6/11/2003 0:00:00","06:45:00 PM","CST",39,"CUSTER","OK","HAIL",4,"SSW","BUTLER","6/11/2003 0:00:00","06:45:00 PM",0,NA,4,"SSW","BUTLER",0,0,NA,75,0,0,0,"",0,"","OUN","OKLAHOMA, Western, Central and Southeast","",3535,9913,3535,9913,"",512116
"227158",40,"6/4/1995 0:00:00","2313","CST",91,"MCINTOSH","OK","HAIL",1,"S","Eufaula","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","","","",0,0,0,0,"  ",227144
"118137",39,"7/5/1985 0:00:00","1537","CST",175,"WYANDOT","OH","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,100,0,0,0,"",0,"","AT","","",4050,8319,0,0,"",118137
"344392",48,"11/12/1998 0:00:00","09:54:00 PM","CST",185,"GRIMES","TX","FLASH FLOOD",0,"","COUNTYWIDE","11/13/1998 0:00:00","12:55:00 AM",0,NA,0,"","COUNTYWIDE",0,0,NA,0,0,0,15,"K",0,"","HGX","TEXAS, Central Southeast","",0,0,0,0,"Numerous road closures due to flooding.
",344342
"231389",42,"7/29/1994 0:00:00","2007","EST",125,"WASHINGTON","PA","THUNDERSTORM WINDS",0,"","Washington","","",0,NA,0,"","",0,0,NA,0,0,0,0.5,"K",0,"","","","",0,0,0,0,"Trees and powerlines were downed.  Street flooding stranded several motorist.  Water was up to the seats of one vehicle.  Some streets were temporarily closed. ",231297
"63613",22,"7/16/1984 0:00:00","2015","CST",15,"BOSSIER","LA","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","T","","",3239,9336,0,0,"",63613
"63864",22,"5/21/1985 0:00:00","1215","CST",51,"JEFFERSON","LA","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,1,1,0,"",0,"","AT","","",2959,9014,0,0,"",63864
"542841",29,"5/13/2004 0:00:00","01:20:00 PM","CST",209,"STONE","MO","TSTM WIND",2,"SE","CAPE FAIR","5/13/2004 0:00:00","01:20:00 PM",0,NA,2,"SE","CAPE FAIR",0,0,NA,50,0,0,0,"",0,"","SGF","MISSOURI, Southwest","",3643,9329,3643,9329,"Powerlines were downed from severe thunderstorm wind gusts.
",542808
"777236",46,"7/8/2009 0:00:00","05:08:00 PM","MST",103,"PENNINGTON","SD","HAIL",3,"SE","KEYSTONE","7/8/2009 0:00:00","05:08:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","UNR","SOUTH DAKOTA, West","                                                                                                                                                                                                        ",4352,10322,0,0,"EPISODE NARRATIVE: A supercell thunderstorm moved from Wyoming across the central Black Hills, producing large hail, strong winds, and a brief tornado west of Hill City.EVENT NARRATIVE: ",777167
"365572",36,"1/5/1999 0:00:00","06:00:00 PM","EST",26,"NYZ026 - 029","NY","LAKE EFFECT SNOW",0,"","","1/6/1999 0:00:00","04:00:00 AM",0,NA,0,"","",0,0,NA,0,0,0,10,"K",0,"","BTV","NEW YORK, North","NORTHERN ST. LAWRENCE - NORTHERN ST. LAWRENCE - SOUTHEASTERN ST. LAWRENCE",0,0,0,0,"Lake effect snow resulted in 3 to 6 inches of snow across St Lawrence county of New York. In the New York town of Edwards, 5 inches of snow accumulated.",365511
"567566",8,"5/11/2005 0:00:00","03:30:00 PM","MST",121,"WASHINGTON","CO","HAIL",5,"W","AKRON","5/11/2005 0:00:00","03:30:00 PM",0,NA,5,"W","AKRON",0,0,NA,175,0,0,0,"",0,"","BOU","COLORADO, Central and Northeast","",4010,10318,4010,10318,"",567546
"227169",40,"3/29/1993 0:00:00","2343","CST",99,"MURRAY","OK","HAIL",2,"W","Davis","","",0,NA,0,"","",0,0,NA,88,0,0,0,"",0,"","","","",0,0,0,0,"  ",227155
"756452",20,"4/26/2009 0:00:00","05:32:00 PM","CST",173,"SEDGWICK","KS","THUNDERSTORM WIND",1,"N","VALLEY CENTER","4/26/2009 0:00:00","05:32:00 PM",0,NA,0,"","",0,0,NA,61,0,0,0,"K",0,"K","ICT","KANSAS, Southeast","                                                                                                                                                                                                        ",3750,9722,0,0,"EPISODE NARRATIVE: A slow moving frontal boundary in conjunction with rich low-level moisture and various upper level disturbances resulted in numerous rounds of heavy showers and thunderstorms from the afternoon of the 25th into the evening hours of the 27th across portions of central, south-central and southeast Kansas. These storms at times produced the full gamut of severe weather, including large hail, damaging winds, tornadoes and flooding. Portions of Marion, Harvey, Butler, Sedgwick and McPherson counties were especially affected by straight-line damaging winds, as a pair or bow echoes surged east to northeast across the area, inflicting damage to numerous barns, outbuildings and some other structures, uprooting trees and downing power poles. Additionally, a handful of relatively weak, short-lived tornadoes skipped across portions of Sumner, Cowley, Butler, Marion and Sedgwick counties during the afternoon and evening hours on the 25th and 26th. A tornado near Lake Afton in southwest Sedgwick county inflicted moderate damage to a residence, and also injured two people. Furthermore, heavy thunderstorms training over the same areas produced widespread areal flooding, river flooding and flash flooding across mainly south-central, east-central and southeast Kansas. Numerous rural and city roads were flooded and subsequently closed due to high water. Various water rescues were needed for stranded motorists, as well as homeowners threatened by flood waters. Numerous homes and businesses were flooded, along with the Cowley County Fairgrounds. Sadly, three flooding deaths occurred, one in Greenwood county and two in Labette county. Some injuries occurred as well.EVENT NARRATIVE: Winds were estimated at 60 to 70 mph.",756401
"83053",28,"3/9/1992 0:00:00","2150","PST",83,"LEFLORE","MS","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","JAN","","",3321,9025,0,0,"",83053
